fuel_price,temperature,available_bikes,holiday,day_of_week,weather,demand_score,rental_price
91.58,33.1,63,1,4,Sunny,41.54,179.35
111.78,29.8,88,1,4,Sunny,75.06,228.71
93.64,27.3,28,0,0,Cloudy,37.3,174.36
99.08,32.9,25,1,3,Sunny,74.31,248.65
105.97,39.0,64,0,4,Cloudy,42.56,161.36
106.93,20.8,94,0,5,Sunny,52.25,176.87
108.02,38.4,24,0,3,Sunny,57.75,223.12
94.99,32.2,10,0,4,Cloudy,43.64,196.54
101.39,36.1,71,0,5,Sunny,55.93,185.4
108.52,27.7,14,0,4,Sunny,69.42,247.51
119.09,29.4,16,0,2,Sunny,84.91,257.99
111.83,37.4,26,0,3,Sunny,71.23,255.81
117.68,28.3,66,0,6,Sunny,84.95,248.53
112.87,30.7,65,0,6,Sunny,74.32,225.0
107.75,20.4,84,1,2,Sunny,56.9,202.06
95.76,23.2,21,0,0,Rainy,15.78,147.95
110.0,32.8,14,0,2,Sunny,73.69,252.52
108.7,34.3,16,0,2,Rainy,26.78,150.08
108.07,31.7,87,0,5,Rainy,20.18,121.11
104.69,22.9,44,0,6,Sunny,73.26,246.51
105.86,28.9,27,0,0,Sunny,66.28,226.37
100.03,27.1,44,0,3,Sunny,33.53,171.03
105.58,29.9,78,0,1,Cloudy,37.17,159.7
95.93,37.4,78,0,4,Cloudy,19.39,123.25
114.16,35.5,54,0,5,Cloudy,70.4,226.09
95.57,21.7,14,1,3,Cloudy,59.82,240.15
92.55,37.8,98,0,0,Sunny,15.61,107.43
103.09,29.4,8,0,2,Rainy,30.49,191.02
109.75,34.9,5,1,1,Sunny,89.68,301.66
103.13,22.8,47,0,2,Rainy,19.33,141.96
98.3,33.4,87,0,4,Sunny,36.2,155.12
106.75,24.7,9,0,0,Sunny,63.06,239.66
100.41,28.8,98,0,1,Rainy,0.0,80.0
117.99,20.3,94,0,3,Cloudy,49.35,165.89
117.68,23.0,38,0,3,Cloudy,72.64,231.79
105.07,21.8,70,1,0,Sunny,63.64,217.18
99.84,24.8,28,1,0,Rainy,34.34,178.36
112.11,22.0,18,0,5,Rainy,54.38,218.61
91.1,33.8,45,0,2,Sunny,36.44,164.72
104.24,20.6,46,1,1,Sunny,75.2,260.94
100.09,32.4,17,0,4,Cloudy,45.2,211.05
117.62,22.8,33,0,0,Rainy,40.0,168.92
90.36,38.9,69,0,1,Cloudy,16.5,122.78
106.58,38.7,50,0,5,Rainy,18.87,130.28
112.22,24.5,38,0,6,Sunny,91.28,272.31
104.55,32.3,67,0,0,Rainy,10.8,115.63
92.56,20.6,8,0,0,Sunny,47.35,196.01
119.17,38.6,32,1,3,Sunny,100.0,291.21
105.54,30.5,87,0,6,Sunny,53.5,171.01
108.43,20.9,5,0,1,Cloudy,72.8,249.13
97.1,26.8,40,0,3,Sunny,47.35,186.04
104.5,21.5,17,0,5,Rainy,43.89,201.88
102.87,27.9,9,0,3,Rainy,29.83,175.98
92.25,33.4,18,0,6,Cloudy,43.76,187.8
93.18,29.4,84,0,5,Sunny,31.33,136.84
115.12,27.7,36,0,6,Sunny,80.98,233.81
97.19,22.4,54,0,1,Sunny,45.03,195.21
95.85,24.9,31,1,5,Cloudy,64.8,236.28
105.15,22.0,39,0,5,Sunny,62.75,226.39
113.06,36.1,7,0,3,Cloudy,67.1,248.62
91.86,22.7,8,0,6,Cloudy,53.26,216.58
107.3,31.9,11,0,2,Cloudy,57.85,204.57
93.58,26.9,81,0,6,Sunny,44.1,159.41
91.09,24.5,7,0,4,Cloudy,40.32,196.9
91.58,32.8,85,0,4,Sunny,24.73,127.5
115.02,29.1,63,0,2,Sunny,62.87,214.98
93.54,28.0,78,0,0,Rainy,0.0,85.98
91.35,31.9,5,0,3,Sunny,49.39,226.13
103.14,29.8,32,0,4,Rainy,21.48,139.19
115.32,26.1,63,0,1,Sunny,59.78,205.24
97.87,31.2,57,0,5,Sunny,61.22,198.46
102.65,33.4,14,0,5,Sunny,76.09,262.27
91.2,20.5,75,0,0,Rainy,0.0,81.48
103.47,29.3,7,0,4,Rainy,26.15,154.51
107.33,21.2,11,0,6,Sunny,88.35,266.63
107.13,23.7,13,0,3,Sunny,58.86,220.68
99.97,31.2,94,0,4,Cloudy,30.14,144.72
99.47,37.3,73,1,3,Rainy,12.6,127.12
93.2,37.7,17,0,0,Cloudy,27.81,170.14
101.0,21.4,98,0,6,Rainy,13.37,99.54
92.98,28.4,44,0,6,Sunny,48.62,181.51
113.0,31.7,66,0,6,Cloudy,63.06,198.04
118.99,22.9,66,1,5,Cloudy,91.03,261.43
119.1,35.3,14,0,2,Sunny,80.54,257.83
115.95,34.9,91,0,5,Cloudy,63.21,188.03
108.02,38.1,15,0,3,Rainy,32.29,168.02
111.03,20.2,80,0,3,Rainy,21.96,124.58
98.56,24.3,66,0,0,Sunny,38.44,155.17
108.92,36.5,81,0,0,Sunny,47.0,178.15
103.67,33.4,60,0,1,Sunny,51.38,196.45
104.46,37.9,53,1,5,Sunny,76.63,251.24
112.73,21.1,20,1,5,Rainy,60.19,237.23
98.46,31.9,77,0,0,Sunny,26.65,122.05
99.54,31.4,78,0,4,Cloudy,24.19,147.88
117.74,20.7,97,1,3,Sunny,79.47,227.29
91.69,30.3,13,0,6,Cloudy,35.27,188.34
104.57,32.2,37,0,2,Sunny,55.7,213.42
117.38,23.8,92,1,0,Sunny,76.7,218.74
108.31,25.5,39,0,6,Sunny,76.45,238.09
106.39,32.8,79,1,3,Cloudy,46.35,182.11
97.49,29.4,43,0,2,Cloudy,46.41,174.68
100.3,37.2,81,0,1,Sunny,36.31,149.14
115.56,26.8,91,0,4,Sunny,49.96,150.26
106.78,25.3,29,0,1,Cloudy,52.11,204.38
105.44,39.7,84,0,0,Rainy,15.44,121.79
92.99,38.2,60,0,4,Sunny,25.05,140.07
90.48,20.6,52,0,1,Sunny,22.65,128.06
118.91,35.4,89,0,3,Sunny,61.08,186.01
101.31,22.2,14,0,0,Sunny,57.6,226.6
108.1,20.5,45,0,5,Sunny,77.19,242.78
92.39,25.5,87,0,1,Cloudy,19.86,120.87
110.49,25.4,63,0,4,Rainy,25.74,138.45
117.98,36.4,32,0,4,Sunny,70.43,229.64
107.27,34.2,45,0,5,Cloudy,57.05,206.19
93.78,39.6,70,0,6,Cloudy,30.68,145.77
107.45,34.2,55,1,2,Rainy,43.57,194.14
112.99,28.4,66,0,4,Cloudy,52.72,183.14
102.19,34.0,34,0,4,Rainy,24.4,152.3
116.4,40.0,44,0,6,Cloudy,79.18,244.37
109.46,34.2,44,0,0,Rainy,22.85,162.33
116.98,35.2,73,0,4,Sunny,62.58,195.12
108.71,38.8,66,0,2,Sunny,45.95,171.63
93.94,22.3,19,0,4,Rainy,13.35,131.87
99.29,34.1,7,1,2,Cloudy,63.71,256.6
96.05,37.0,28,1,6,Sunny,86.8,288.27
117.26,39.1,45,0,3,Rainy,40.4,173.48
112.81,24.2,67,0,2,Sunny,68.81,224.84
110.29,30.1,52,0,0,Sunny,61.94,213.11
99.03,33.6,65,0,1,Cloudy,31.05,154.0
95.52,24.9,52,0,5,Cloudy,41.77,166.23
112.69,32.0,51,0,1,Cloudy,51.82,194.06
104.22,25.2,60,0,3,Sunny,47.04,194.66
96.77,26.7,80,0,0,Rainy,1.16,98.9
108.5,28.8,12,1,3,Rainy,47.4,220.77
91.21,30.6,82,1,3,Sunny,42.53,178.17
99.79,29.0,22,0,4,Sunny,44.75,214.01
104.06,29.9,88,0,4,Sunny,41.55,162.08
94.44,26.0,27,0,0,Rainy,6.27,117.48
119.54,23.2,73,0,1,Rainy,34.93,161.07
96.27,20.9,69,1,2,Cloudy,40.0,171.9
93.91,23.9,50,0,4,Rainy,0.0,103.91
96.11,31.6,70,0,0,Cloudy,26.32,138.33
113.07,35.7,84,0,0,Sunny,55.04,176.4
102.77,23.4,73,1,6,Sunny,84.96,253.9
106.96,22.2,26,0,1,Sunny,60.24,228.16
90.63,35.0,69,0,0,Sunny,22.41,136.74
91.03,26.1,16,1,5,Cloudy,72.93,262.12
103.37,39.0,23,0,0,Sunny,56.33,213.28
114.5,34.3,26,0,1,Sunny,71.88,228.12
116.56,26.5,59,0,4,Sunny,69.05,219.41
92.6,25.8,66,1,1,Cloudy,38.28,175.34
106.15,30.5,55,0,3,Rainy,16.17,109.33
117.4,21.6,52,0,4,Rainy,32.03,156.12
101.64,22.4,21,0,3,Cloudy,52.97,209.09
114.89,23.5,17,0,0,Cloudy,66.48,228.84
94.01,35.5,32,0,3,Sunny,38.61,184.57
118.06,30.3,71,0,1,Sunny,64.31,212.81
112.54,20.2,9,0,1,Sunny,77.89,275.21
118.24,33.5,64,0,6,Sunny,90.47,255.61
110.3,28.5,19,1,2,Cloudy,78.9,277.86
100.9,30.2,85,0,6,Sunny,46.54,159.72
118.15,24.3,48,0,6,Cloudy,87.41,255.37
98.27,31.0,50,0,5,Sunny,58.08,209.98
99.97,39.6,33,0,6,Sunny,64.52,219.38
111.02,21.5,72,0,0,Rainy,20.3,124.23
112.96,25.7,100,0,1,Sunny,43.21,159.5
117.88,24.9,53,0,4,Sunny,70.7,225.7
96.14,25.0,47,1,6,Sunny,78.91,246.19
113.94,27.6,72,0,6,Sunny,80.41,229.02
112.16,36.4,81,0,6,Cloudy,57.14,185.17
91.91,38.3,24,0,1,Cloudy,31.61,174.6
101.62,24.0,22,0,4,Sunny,62.01,223.03
98.48,30.9,68,0,0,Rainy,2.51,80.0
99.13,32.7,53,0,5,Cloudy,51.4,197.31
119.49,30.4,46,1,2,Sunny,97.55,292.76
109.28,28.7,16,0,2,Sunny,65.8,226.92
111.53,23.8,93,0,3,Cloudy,34.81,132.1
119.3,29.8,98,1,1,Cloudy,74.84,231.53
101.32,28.0,83,0,0,Sunny,23.7,124.24
114.06,35.9,40,0,3,Sunny,65.74,229.36
103.04,35.3,12,0,0,Sunny,53.98,210.61
116.09,22.7,32,1,0,Sunny,99.83,303.94
95.42,21.8,90,0,3,Sunny,32.95,131.93
118.43,38.2,64,0,0,Rainy,29.82,150.06
96.56,30.7,53,0,3,Cloudy,42.77,178.34
99.79,37.2,42,0,6,Cloudy,58.97,193.62
112.69,21.2,84,0,6,Sunny,69.81,209.66
101.81,30.5,62,0,5,Sunny,66.62,208.17
108.25,30.8,9,0,1,Sunny,66.46,248.87
103.34,37.2,50,0,3,Cloudy,38.62,171.4
112.27,22.0,79,0,1,Sunny,57.02,186.16
96.85,24.8,6,0,6,Sunny,65.01,251.18
91.75,28.1,93,0,2,Sunny,13.31,87.23
99.0,37.3,29,0,3,Rainy,10.11,144.11
104.23,38.8,5,0,6,Cloudy,68.86,261.45
95.04,39.9,99,0,5,Sunny,40.21,144.76
100.64,39.2,73,0,2,Cloudy,27.38,144.88
102.0,20.1,44,1,3,Cloudy,51.6,209.76
91.72,21.0,72,0,0,Sunny,28.33,120.12
107.5,23.0,73,0,2,Sunny,55.72,187.9
116.53,27.0,73,1,4,Rainy,44.6,168.65
94.55,36.6,20,0,4,Sunny,54.14,201.61
107.93,37.9,58,0,4,Rainy,23.85,136.63
109.94,23.7,67,0,2,Sunny,49.54,178.66
102.58,32.4,22,0,1,Sunny,54.03,220.98
111.03,38.3,21,0,3,Sunny,68.68,232.11
102.32,29.3,86,0,0,Cloudy,26.76,127.0
105.14,22.1,8,1,0,Rainy,38.12,210.55
90.22,29.2,99,1,6,Sunny,46.87,168.39
110.75,27.5,99,0,2,Sunny,43.66,149.98
109.84,31.6,13,1,4,Sunny,100.0,315.35
91.15,28.8,35,0,5,Rainy,17.36,143.0
101.05,20.3,9,0,6,Cloudy,59.88,229.09
119.37,39.9,20,0,0,Sunny,80.86,267.95
102.62,30.9,46,0,5,Rainy,32.26,150.08
105.06,29.5,45,0,6,Cloudy,57.2,200.8
117.3,39.1,84,0,5,Sunny,72.82,230.06
111.52,23.1,88,0,0,Cloudy,38.11,125.32
107.46,23.8,34,0,1,Sunny,63.39,216.72
113.93,36.2,30,1,0,Rainy,49.99,200.52
115.93,25.2,53,0,6,Sunny,77.56,238.68
103.71,36.0,35,0,0,Rainy,15.42,140.1
104.25,25.4,54,1,3,Rainy,29.66,170.24
101.58,20.7,19,0,0,Cloudy,42.55,188.81
119.0,30.3,56,0,3,Sunny,76.19,226.75
110.91,23.9,42,0,6,Rainy,48.95,180.51
92.5,35.2,42,1,4,Cloudy,47.5,199.89
115.89,32.8,64,0,1,Rainy,30.71,165.29
104.42,38.5,24,0,6,Sunny,71.08,236.23
92.06,35.7,91,0,5,Rainy,0.0,80.0
106.49,23.6,48,0,6,Rainy,36.06,166.99
102.51,36.0,93,0,0,Rainy,2.36,80.0
116.33,32.8,67,0,1,Sunny,61.03,212.74
96.12,33.4,54,0,6,Sunny,47.6,193.35
114.79,36.6,26,0,5,Sunny,83.02,267.99
106.73,31.5,76,0,6,Sunny,63.13,208.33
91.64,29.3,58,0,6,Sunny,45.47,172.36
119.16,32.7,13,0,1,Rainy,55.81,209.77
105.38,26.0,19,0,5,Cloudy,63.34,224.09
98.73,23.7,52,0,5,Sunny,56.05,202.13
104.08,32.3,24,0,1,Rainy,24.01,153.62
115.74,24.7,39,0,2,Cloudy,59.15,216.53
99.15,21.6,71,0,3,Rainy,6.62,102.27
95.78,20.0,64,0,5,Rainy,20.66,119.48
93.87,32.2,38,1,5,Cloudy,58.88,231.91
98.94,27.2,77,0,5,Sunny,48.01,168.83
113.4,35.0,98,0,5,Rainy,37.32,149.48
104.15,27.5,58,0,1,Sunny,50.44,180.01
96.82,29.7,94,1,5,Cloudy,52.62,175.67
94.99,28.1,16,1,4,Rainy,34.38,181.46
99.98,33.0,92,0,0,Sunny,35.65,131.72
118.2,27.1,23,0,6,Cloudy,87.34,259.45
100.29,39.3,84,0,5,Sunny,51.3,178.39
119.64,38.7,30,0,1,Sunny,80.51,247.5
104.56,37.0,27,0,6,Sunny,80.48,259.13
95.37,38.4,37,0,5,Rainy,20.63,144.45
116.73,29.0,61,1,1,Sunny,86.81,267.79
103.81,30.7,34,0,5,Rainy,43.28,177.75
111.29,34.8,27,1,0,Cloudy,80.46,274.82
119.51,33.9,78,0,5,Cloudy,70.53,205.71
91.51,37.8,40,0,4,Rainy,3.41,89.2
92.9,34.3,99,0,5,Cloudy,25.79,123.44
111.61,40.0,90,0,5,Sunny,61.72,184.1
98.45,27.0,47,0,6,Sunny,59.81,221.15
95.53,36.7,70,0,6,Cloudy,33.25,152.26
91.18,34.0,57,0,1,Cloudy,28.81,147.67
90.66,33.8,91,0,1,Sunny,19.88,116.89
113.23,26.5,64,0,5,Cloudy,60.96,198.75
94.03,35.7,41,0,4,Sunny,36.79,184.19
104.03,38.0,65,1,1,Rainy,35.35,161.74
108.18,24.4,100,0,6,Cloudy,41.81,153.96
102.85,32.5,57,1,4,Rainy,45.78,182.35
90.81,27.8,16,0,1,Cloudy,24.14,160.47
113.51,39.8,39,0,0,Rainy,38.19,164.34
90.32,29.6,71,0,4,Cloudy,11.74,112.46
112.86,24.6,42,0,0,Cloudy,52.64,199.27
116.8,27.6,28,0,0,Sunny,79.49,258.47
102.99,33.1,85,0,1,Sunny,36.71,152.32
106.07,21.5,44,0,6,Rainy,43.86,182.18
104.31,32.1,69,0,4,Sunny,38.76,176.58
101.68,38.6,61,0,2,Sunny,47.03,179.0
116.62,37.0,76,0,0,Rainy,25.76,133.68
116.82,21.4,83,0,6,Cloudy,66.81,203.07
100.07,39.9,49,0,0,Sunny,47.98,188.49
108.45,34.0,93,1,0,Sunny,56.12,187.23
117.81,23.2,76,0,1,Cloudy,55.08,183.2
118.86,20.2,100,0,1,Cloudy,53.74,177.74
105.27,23.4,17,1,0,Rainy,50.14,216.36
103.58,36.8,83,0,6,Sunny,53.63,188.47
98.36,20.4,10,0,5,Cloudy,52.47,199.3
118.77,24.7,75,0,1,Rainy,33.19,159.42
94.28,35.1,51,0,1,Rainy,10.51,125.57
107.39,31.7,97,0,1,Sunny,45.3,157.63
98.48,35.7,48,0,3,Sunny,49.1,188.77
98.37,34.9,36,0,4,Cloudy,41.42,186.68
102.15,21.0,7,0,6,Rainy,39.16,183.77
119.96,37.9,58,0,1,Cloudy,63.0,209.7
91.65,24.5,88,0,3,Cloudy,15.42,109.99
107.36,31.1,82,1,3,Rainy,23.54,120.01
92.48,32.9,96,0,1,Sunny,23.17,121.5
94.64,23.4,42,0,6,Rainy,25.65,139.35
103.19,39.5,8,0,5,Rainy,42.12,205.49
105.31,29.8,83,0,3,Rainy,12.14,116.06
97.76,21.2,21,0,2,Rainy,12.57,149.22
99.49,38.7,41,0,3,Sunny,47.13,186.76
92.61,31.7,92,0,4,Sunny,19.95,112.21
99.1,34.0,40,0,3,Sunny,48.94,177.29
119.0,30.5,62,0,1,Rainy,34.37,161.31
118.34,36.7,45,0,6,Rainy,45.63,172.57
100.05,20.7,12,0,5,Sunny,67.88,229.59
107.13,25.4,71,0,0,Sunny,59.1,193.45
117.29,29.4,34,0,6,Cloudy,83.57,249.58
90.19,21.5,90,0,6,Sunny,22.79,113.33
114.32,34.1,56,1,2,Sunny,90.72,270.67
118.45,27.9,29,0,3,Cloudy,63.21,231.33
92.74,25.5,56,0,5,Sunny,51.78,194.51
94.84,20.1,63,0,2,Cloudy,29.83,148.7
118.82,34.4,34,1,6,Sunny,100.0,307.18
106.13,36.7,71,0,6,Rainy,22.9,131.75
90.43,27.9,8,0,4,Cloudy,29.66,170.18
97.73,31.3,97,0,6,Sunny,45.64,152.49
103.5,24.6,61,1,3,Cloudy,51.27,201.2
110.79,32.4,67,0,3,Sunny,53.17,178.4
111.99,20.2,36,0,2,Rainy,34.76,172.35
119.86,29.8,91,0,3,Cloudy,49.24,164.7
98.63,32.9,87,0,6,Cloudy,43.94,153.89
106.15,38.4,83,0,3,Sunny,39.13,147.09
106.0,27.6,55,0,0,Sunny,36.06,170.13
102.17,35.3,67,0,2,Cloudy,29.26,137.31
95.07,32.0,84,0,1,Sunny,28.96,132.9
119.32,38.5,91,0,6,Cloudy,71.0,203.55
115.6,28.0,5,1,1,Sunny,99.86,320.72
104.95,26.4,23,1,4,Sunny,79.14,278.26
108.1,37.7,39,0,0,Sunny,60.29,221.3
96.82,21.0,67,0,2,Rainy,8.84,104.4
106.31,22.7,98,0,2,Rainy,6.96,91.27
110.85,21.6,85,0,0,Sunny,48.31,162.18
105.46,36.9,30,0,0,Sunny,69.44,236.68
119.71,20.2,17,0,4,Sunny,84.52,254.58
108.34,37.2,90,0,1,Sunny,35.13,145.12
101.13,29.0,27,0,5,Rainy,26.66,159.05
113.16,20.1,95,0,2,Cloudy,44.04,160.29
95.11,28.0,39,0,5,Rainy,12.08,127.15
101.54,23.7,16,0,0,Rainy,24.99,168.67
100.41,32.5,13,0,2,Cloudy,42.81,189.46
102.95,33.6,82,0,1,Cloudy,35.72,154.35
113.45,29.8,71,0,2,Rainy,24.72,137.77
104.53,20.8,48,1,5,Cloudy,69.2,244.28
113.82,33.1,65,0,2,Sunny,65.8,220.2
107.29,36.8,25,0,0,Cloudy,60.26,213.35
100.26,34.4,11,0,0,Cloudy,40.71,196.91
114.3,36.6,15,0,0,Rainy,37.94,176.46
97.15,24.0,49,0,1,Cloudy,33.53,170.14
96.73,37.8,36,0,6,Sunny,62.71,213.05
105.14,26.4,90,1,6,Sunny,87.47,244.4
97.83,20.3,87,0,6,Rainy,15.09,110.41
90.27,36.9,40,0,3,Rainy,10.41,129.65
109.45,38.8,41,0,1,Cloudy,51.97,201.02
105.33,33.1,79,0,0,Sunny,46.22,174.82
103.37,24.6,45,0,4,Sunny,48.71,190.27
119.01,25.0,81,0,2,Sunny,61.6,197.33
107.14,29.3,96,0,2,Rainy,7.64,80.0
115.9,38.0,53,0,5,Rainy,45.04,187.78
94.18,23.0,19,0,2,Rainy,0.0,113.17
107.08,36.5,17,0,6,Cloudy,67.18,233.98
116.04,25.8,57,1,5,Rainy,72.34,252.21
107.49,36.2,37,0,2,Sunny,60.5,193.74
111.54,38.4,76,0,4,Sunny,54.9,186.59
101.16,28.5,36,0,5,Rainy,27.12,137.91
92.77,27.3,52,0,0,Sunny,35.22,165.12
103.74,36.0,72,0,3,Cloudy,42.3,159.54
101.83,30.6,61,0,6,Cloudy,56.46,172.64
116.01,33.7,66,0,2,Sunny,66.05,219.6
97.32,32.5,86,0,5,Sunny,40.91,145.32
119.0,23.1,91,0,3,Sunny,70.04,213.16
118.74,36.9,97,0,5,Cloudy,69.31,193.47
97.43,23.9,6,0,1,Sunny,46.94,202.78
100.44,38.6,81,0,1,Sunny,27.58,115.87
116.87,25.0,20,1,6,Cloudy,97.17,303.31
119.0,34.7,12,0,2,Sunny,82.43,262.78
103.3,25.7,23,0,0,Sunny,62.56,223.18
99.63,26.4,36,0,4,Sunny,53.03,201.7
105.78,26.2,71,0,5,Sunny,64.08,191.66
110.63,35.0,36,0,2,Cloudy,54.45,210.53
98.2,31.1,89,0,1,Rainy,7.46,89.43
112.09,37.7,29,0,1,Sunny,69.61,254.16
91.55,26.1,57,1,5,Rainy,29.79,156.28
91.48,33.8,85,0,5,Sunny,34.18,140.91
101.59,35.1,29,0,5,Cloudy,69.74,225.18
100.6,23.0,37,0,6,Rainy,33.41,153.73
99.47,28.0,35,0,3,Cloudy,33.53,174.88
104.73,29.7,40,0,4,Sunny,49.33,202.29
99.62,27.1,91,1,5,Sunny,58.73,190.7
95.77,26.4,93,1,6,Cloudy,50.27,179.95
99.28,33.7,53,0,5,Sunny,50.53,199.4
119.25,24.3,48,1,2,Cloudy,78.63,254.85
102.33,34.2,52,0,0,Sunny,53.24,198.71
103.34,38.7,34,0,3,Sunny,59.27,215.38
107.3,31.3,17,0,4,Cloudy,63.3,225.22
119.5,32.2,47,0,3,Cloudy,57.8,208.62
97.25,21.4,97,0,6,Cloudy,26.76,139.59
110.44,37.3,20,0,5,Sunny,81.51,257.56
111.48,25.7,95,0,0,Sunny,56.92,186.9
108.22,32.3,30,0,5,Cloudy,68.64,235.01
92.66,39.6,79,1,1,Rainy,19.4,125.69
110.31,31.9,51,0,6,Cloudy,68.3,229.6
91.92,34.5,41,0,5,Rainy,15.02,137.77
107.88,28.9,7,0,2,Sunny,72.6,256.82
112.19,21.2,30,0,2,Rainy,25.63,170.13
96.33,36.0,19,0,6,Cloudy,43.52,208.52
115.25,20.7,70,0,0,Rainy,28.17,141.14
90.91,34.0,32,0,5,Sunny,51.84,201.46
115.31,20.5,88,0,2,Cloudy,56.24,170.81
103.81,37.2,42,0,2,Cloudy,36.22,181.46
96.53,23.2,48,0,5,Cloudy,47.25,185.47
94.01,30.3,57,0,3,Sunny,37.4,158.94
118.6,31.9,84,1,0,Sunny,84.41,237.48
92.18,29.2,8,0,6,Cloudy,56.36,214.93
95.97,26.8,76,0,3,Rainy,0.0,101.07
100.43,29.4,48,0,2,Sunny,50.41,198.93
108.61,26.2,50,0,6,Sunny,75.72,224.39
106.34,28.8,88,0,6,Rainy,28.95,121.52
93.77,27.2,30,0,5,Cloudy,44.1,190.35
98.69,31.3,100,0,6,Sunny,37.11,133.66
97.16,24.8,17,0,4,Sunny,47.5,199.99
96.41,39.8,73,0,5,Cloudy,32.39,159.23
102.33,30.0,48,0,4,Sunny,46.28,192.85
111.12,23.9,57,1,3,Sunny,77.91,233.05
96.52,29.5,55,0,1,Cloudy,23.73,132.12
101.0,37.3,17,0,5,Sunny,71.44,247.06
101.73,20.4,45,0,1,Sunny,43.2,189.29
119.29,33.6,15,0,0,Sunny,84.07,262.26
118.64,31.0,41,0,4,Cloudy,63.18,221.18
114.0,23.4,64,0,6,Sunny,76.2,226.52
97.25,36.3,36,0,4,Sunny,47.04,205.69
92.04,27.4,49,0,3,Sunny,31.27,161.77
99.51,25.9,22,0,6,Sunny,63.77,227.24
98.0,36.6,97,0,5,Cloudy,29.63,117.88
105.18,32.8,83,0,2,Rainy,12.98,98.38
113.33,38.0,24,0,0,Cloudy,69.18,217.32
115.75,32.6,48,1,3,Sunny,86.65,269.15
115.35,34.8,40,0,1,Sunny,70.25,236.77
100.79,36.7,73,1,5,Sunny,65.76,222.61
110.62,21.1,41,0,2,Sunny,62.72,212.48
99.39,35.5,37,0,6,Sunny,55.72,217.04
91.83,32.3,86,0,0,Sunny,19.5,129.77
111.05,21.4,23,1,5,Rainy,75.06,253.28
90.29,30.2,55,0,2,Rainy,0.0,106.95
102.28,21.6,36,0,1,Cloudy,38.1,176.7
99.88,34.7,26,0,3,Sunny,47.54,193.35
110.8,30.9,5,0,3,Rainy,31.36,188.79
112.99,39.1,58,0,4,Sunny,66.39,205.86
99.12,23.7,93,0,5,Sunny,47.17,151.53
114.35,32.1,24,0,6,Sunny,98.37,286.89
98.82,24.2,62,0,3,Sunny,34.65,154.54
103.39,32.3,39,1,4,Sunny,64.52,218.5
111.81,34.5,74,0,3,Sunny,60.22,200.33
110.79,34.4,74,0,0,Sunny,52.18,175.67
119.62,36.3,65,1,5,Rainy,67.6,213.7
96.75,37.1,67,0,6,Sunny,57.42,200.06
109.87,21.5,65,0,1,Sunny,56.15,190.14
108.29,26.9,61,0,5,Sunny,73.66,235.54
117.45,33.7,7,0,5,Sunny,95.97,297.91
94.69,30.0,99,0,2,Cloudy,8.71,89.6
112.55,23.8,49,0,1,Sunny,62.3,221.43
107.05,31.1,19,0,1,Cloudy,58.22,223.67
98.24,28.1,21,0,4,Cloudy,41.31,188.71
104.23,27.8,19,0,4,Rainy,27.99,169.97
100.01,36.2,9,0,0,Sunny,44.3,204.6
107.38,28.2,90,0,2,Sunny,34.66,133.63
116.67,20.5,50,0,3,Rainy,24.24,162.49
107.08,21.2,15,0,3,Cloudy,54.22,215.64
108.95,37.1,68,0,1,Rainy,11.04,111.57
105.56,39.2,96,0,5,Rainy,27.99,113.33
91.53,33.8,18,0,0,Cloudy,31.8,174.26
96.99,27.3,43,0,5,Sunny,58.66,210.47
104.76,38.8,71,0,2,Cloudy,30.39,135.01
99.31,33.3,59,0,3,Cloudy,25.66,133.36
95.45,36.9,46,0,1,Cloudy,37.14,161.65
105.12,35.3,79,0,0,Cloudy,42.9,160.36
99.68,27.6,98,0,2,Cloudy,22.21,117.68
97.74,29.6,9,0,5,Cloudy,48.76,206.48
103.92,23.7,56,0,1,Sunny,46.95,183.94
94.0,25.8,26,1,1,Sunny,64.76,243.98
117.83,35.6,81,0,6,Rainy,41.31,163.2
116.03,37.9,48,0,5,Rainy,39.05,174.2
111.23,34.5,89,1,0,Cloudy,69.39,217.69
93.19,29.3,63,0,0,Sunny,26.7,143.88
113.28,21.7,29,0,0,Sunny,64.51,225.44
114.24,21.1,25,0,0,Sunny,73.7,239.89
113.03,27.5,96,0,2,Sunny,56.67,178.26
93.42,29.3,68,0,0,Sunny,32.29,154.35
109.32,32.2,72,0,0,Sunny,45.8,176.62
115.03,20.1,97,0,0,Sunny,46.04,163.44
107.32,39.8,51,0,6,Cloudy,49.72,185.2
109.39,27.3,39,0,2,Rainy,25.93,150.44
103.75,37.0,91,0,3,Sunny,35.96,142.53
105.86,30.7,11,0,1,Sunny,68.06,237.15
91.03,22.6,60,0,4,Rainy,0.0,102.15
109.17,36.0,56,0,5,Rainy,41.82,157.55
92.44,34.2,50,0,6,Sunny,51.94,209.67
103.05,30.5,13,0,1,Sunny,57.03,237.75
98.78,30.3,62,0,2,Sunny,41.53,169.15
106.36,21.7,27,0,5,Sunny,83.09,264.3
94.0,33.1,7,0,0,Sunny,44.1,207.67
110.75,38.2,65,0,2,Sunny,55.56,186.44
113.85,21.9,13,0,6,Cloudy,80.71,268.32
94.9,25.3,57,0,6,Sunny,48.46,194.28
93.13,38.0,72,0,3,Cloudy,22.1,114.36
94.37,25.7,53,0,4,Sunny,40.05,159.07
116.31,33.1,93,0,3,Cloudy,48.6,171.99
